id,template_id,primary_id,sort_order
e3ef21d1-5c7b-4bf6-b9e1-5dcf13abe563,514a4283-7e5a-471b-9f2b-c661fd083fb5,5,0
4bde745f-2977-45c2-beb5-c0f77f3fb944,514a4283-7e5a-471b-9f2b-c661fd083fb5,6,1
